Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:3781215..3781688:CDS	nc_000913	"trna leu mc34,mu34 2'-o-methyltransferase, sam-dependent"	nc_000913		
NC_000913:complement(3781741..3782562):CDS	nc_000913	"serine acetyltransferase"	nc_000913		
NC_000913:complement(3782642..3783661):CDS	nc_000913	"glycerol-3-phosphate dehydrogenase (nad+)"	nc_000913		
NC_000913:complement(3783661..3784128):CDS	nc_000913	"protein export chaperone"	nc_000913		
NC_000913:complement(3784191..3784442):CDS	nc_000913	"glutaredoxin 3"	nc_000913		
NC_000913:complement(3784584..3785015):CDS	nc_000913	"putative rhodanese-related sulfurtransferase"	nc_000913		
NC_000913:3785260..3786804:CDS	nc_000913	"phosphoglycero mutase iii, cofactor-independent"	nc_000913		
NC_000913:3786838..3788097:CDS	nc_000913	"activator of amib,c murein hydrolases, septal ring factor"	nc_000913		
NC_000913:3788101..3789060:CDS	nc_000913	"putative polysaccharide deacetylase"	nc_000913		
NC_000913:complement(3789047..3790081):CDS	nc_000913	"lps(hepiii)-glucuronic acid glycosyltransferase"	nc_000913		
NC_000913:complement(3790320..3791345):CDS	nc_000913	"l-threonine 3-dehydrogenase, nad(p)-binding"	nc_000913		
NC_000913:complement(3791355..3792551):CDS	nc_000913	"glycine c-acetyltransferase"	nc_000913		
NC_000913:complement(3792826..3793683):CDS	nc_000913	"yibb family protein, function unknown"	nc_000913		
NC_000913:3793987..3794919:CDS	nc_000913	"adp-l-glycero-d-mannoheptose-6-epimerase, nad(p)-binding"	nc_000913		
NC_000913:3794929..3795975:CDS	nc_000913	"adp-heptose:lps heptosyltransferase ii"	nc_000913		
NC_000913:3795979..3796938:CDS	nc_000913	"adp-heptose:lps heptosyl transferase i"	nc_000913		
NC_000913:3796948..3798207:CDS	nc_000913	"o-antigen ligase"	nc_000913		
NC_000913:complement(3798239..3799312):CDS	nc_000913	"lipopolysaccharide core biosynthesis"	nc_000913		
NC_000913:complement(3799345..3800196):CDS	nc_000913	"lipopolysaccharide kdoiii transferase; lipopolysaccharide core biosynthesis protein"	nc_000913		
NC_000913:complement(3800267..3800965):CDS	nc_000913	"lipopolysaccharide core biosynthesis protein"	nc_000913		
NC_000913:complement(3800983..3801999):CDS	nc_000913	"lipopolysaccharide 1,2-glucosyltransferase; udp-glucose:(glucosyl)lps alpha-1,2-glucosyltransferase"	nc_000913		
NC_000913:complement(3802039..3803058):CDS	nc_000913	"udp-d-galactose:(glucosyl)lipopolysaccharide- alpha-1,3-d-galactosyltransferase"	nc_000913		
NC_000913:complement(3803058..3804137):CDS	nc_000913	"lipopolysaccharide 1,6-galactosyltransferase; udp-d-galactose:(glucosyl)lipopolysaccharide-1, 6-d-galactosyltransferase"	nc_000913		
NC_000913:complement(3804181..3805116):CDS	nc_000913	"lipopolysaccharide rhamnose:kdoiii transferase; lipopolysaccharide core biosynthesis protein"	nc_000913		
NC_000913:complement(3805153..3805950):CDS	nc_000913	"kinase that phosphorylates core heptose of lipopolysaccharide"	nc_000913		
NC_000913:complement(3805943..3807067):CDS	nc_000913	"udp-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase i"	nc_000913		
NC_000913:complement(3807064..3808098):CDS	nc_000913	"lipopolysaccharide core biosynthesis protein"	nc_000913		
NC_000913:3808540..3809817:CDS	nc_000913	"3-deoxy-d-manno-octulosonic-acid transferase (kdo transferase)"	nc_000913		
NC_000913:3809825..3810304:CDS	nc_000913	"pantetheine-phosphate adenylyltransferase"	nc_000913		
NC_000913:complement(3810343..3811152):CDS	nc_000913	"formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil dna glycosylase"	nc_000913		
NC_000913:complement(3811250..3811417):CDS	nc_000913	"50s ribosomal subunit protein l33"	nc_000913		
NC_000913:complement(3811438..3811674):CDS	nc_000913	"50s ribosomal subunit protein l28"	nc_000913		
NC_000913:complement(3811891..3812559):CDS	nc_000913	"upf0758 family protein"	nc_000913		
NC_000913:3812731..3813951:CDS	nc_000913	"fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, fmn-binding"	nc_000913		
NC_000913:3813932..3814387:CDS	nc_000913	"deoxyuridinetriphosphatase"	nc_000913		
NC_000913:3814494..3815090:CDS	nc_000913	"nucleoid occlusion factor, anti-ftsz division inhibitor"	nc_000913		
NC_000913:complement(3815127..3815768):CDS	nc_000913	"orotate phosphoribosyltransferase"	nc_000913		
NC_000913:complement(join(3815834..3815881,3815881..3816549)):CDS	nc_000913		nc_000913		
NC_000913:3816676..3817539:CDS	nc_000913	"upf0701 family protein"	nc_000913		
NC_000913:3817760..3818584:CDS	nc_000913	"dna damage-inducible protein"	nc_000913		
NC_000913:3818874..3819491:CDS	nc_000913	"upf0126 family inner membrane protein"	nc_000913		
NC_000913:complement(3819488..3821170):CDS	nc_000913	"dna ligase, nad(+)-dependent"	nc_000913		
NC_000913:3821428..3822051:CDS	nc_000913	"guanylate kinase"	nc_000913		
NC_000913:3822106..3822381:CDS	nc_000913	"rna polymerase, omega subunit"	nc_000913		
NC_000913:3822400..3824508:CDS	nc_000913	"bifunctional (p)ppgpp synthetase ii/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase"	nc_000913		
NC_000913:3824515..3825204:CDS	nc_000913	"trna mg18-2'-o-methyltransferase, sam-dependent"	nc_000913		
NC_000913:3825210..3827291:CDS	nc_000913	"atp-dependent dna helicase"	nc_000913		
NC_000913:complement(3827460..3828665):CDS	nc_000913	"glutamate transporter"	nc_000913		
NC_000913:3828945..3830336:CDS	nc_000913	"xanthine permease"	nc_000913		
NC_000913:3830457..3832166:CDS	nc_000913	"putative inner membrane-anchored periplasmic asma family protein"	nc_000913		
NC_000913:complement(3832219..3834537):CDS	nc_000913	"putative alpha-glucosidase"	nc_000913		
NC_000913:complement(3834547..3835929):CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:3836425..3836556:CDS	nc_000913		nc_000913		
NC_000913:3836953..3838137:CDS	nc_000913	"putative arabinose efflux transporter"	nc_000913		
NC_000913:3838248..3839171:CDS	nc_000913	"eama family inner membrane putative transporter"	nc_000913		
NC_000913:complement(3839175..3839993):CDS	nc_000913	"cytoplasmic membrane lipoprotein-28"	nc_000913		
NC_000913:3840215..3840508:CDS	nc_000913	"putative periplasmic protein"	nc_000913		
NC_000913:complement(3840549..3841739):CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:complement(3841950..3842402):CDS	nc_000913	"duf1198 family protein"	nc_000913		
NC_000913:complement(3842455..3843789):CDS	nc_000913	"adenine permease, high affinity; adenine:h+ symporter"	nc_000913		
NC_000913:3843964..3845730:CDS	nc_000913	"cryptic adenine deaminase"	nc_000913		
NC_000913:complement(3845776..3847167):CDS	nc_000913	"hexose phosphate transporter"	nc_000913		
NC_000913:complement(3847305..3848624):CDS	nc_000913	"membrane protein regulates uhpt expression"	nc_000913		
NC_000913:complement(3848634..3850136):CDS	nc_000913	"sensory histidine kinase in two-component regulatory sytem with uhpa"	nc_000913		
NC_000913:complement(3850136..3850726):CDS	nc_000913	"response regulator in two-component regulatory system wtih uhpb"	nc_000913		
NC_000913:complement(3850802..3851092):CDS	nc_000913	"acetolactate synthase 1 small subunit"	nc_000913		
NC_000913:complement(3851096..3852784):CDS	nc_000913	"acetolactate synthase 2 large subunit"	nc_000913		
NC_000913:complement(3852890..3852988):CDS	nc_000913	"ilvb operon leader peptide"	nc_000913		
NC_000913:3853553..3853642:CDS	nc_000913	"toxic membrane persister formation peptide, lexa-regulated"	nc_000913		
NC_000913:3853922..3855106:CDS	nc_000913	"multidrug efflux system protein"	nc_000913		
NC_000913:complement(3855114..3855611):CDS	nc_000913	"putative cys-type oxidative yidj-maturating enzyme"	nc_000913		
NC_000913:complement(3855608..3855970):CDS	nc_000913	"inner membrane protein"	nc_000913		
NC_000913:complement(3855960..3856307):CDS	nc_000913	"duf202 family inner membrane protein"	nc_000913		
NC_000913:3856415..3856864:CDS	nc_000913	"inner membrane protein"	nc_000913		
NC_000913:complement(3856911..3858404):CDS	nc_000913	"sulfatase/phosphatase superfamily protein"	nc_000913		
NC_000913:complement(3858401..3860116):CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:3860283..3861176:CDS	nc_000913	"arac family putative transcriptional regulator"	nc_000913		
NC_000913:complement(3861173..3861987):CDS	nc_000913		nc_000913		
NC_000913:complement(3861987..3863603):CDS	nc_000913		nc_000913		
NC_000913:3863899..3864615:CDS	nc_000913	"utra domain-containing gntr family putative transcriptional regulator"	nc_000913		
NC_000913:complement(3864612..3866273):CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:complement(3866469..3866897):CDS	nc_000913	"heat shock chaperone"	nc_000913		
NC_000913:complement(3867009..3867422):CDS	nc_000913	"heat shock chaperone"	nc_000913		
NC_000913:3867728..3868060:CDS	nc_000913	"duf1375 family outer membrane protein"	nc_000913		
NC_000913:complement(3868062..3869309):CDS	nc_000913	"duf3748 family protein"	nc_000913		
NC_000913:3869377..3870441:CDS	nc_000913	"colicin m resistance protein; fad-binding protein, putative oxidoreductase"	nc_000913		
NC_000913:complement(3870438..3871730):CDS	nc_000913	"d-galactonate transporter"	nc_000913		
NC_000913:complement(3871850..3872998):CDS	nc_000913	"d-galactonate dehydratase"	nc_000913		
NC_000913:complement(3872995..3873612):CDS	nc_000913	"2-oxo-3-deoxygalactonate 6-phosphate aldolase"	nc_000913		
NC_000913:complement(3873596..3874474):CDS	nc_000913	"2-oxo-3-deoxygalactonate kinase"	nc_000913		
NC_000913:complement(3874471..3875160):CDS	nc_000913	"d-galactonate catabolism operon transcriptional repressor"	nc_000913		
NC_000913:3875438..3876094:CDS	nc_000913	"putative lipoprotein"	nc_000913		
NC_000913:complement(3876140..3876952):CDS	nc_000913	"sugar phosphate phosphatase"	nc_000913		
NC_000913:complement(3877067..3877465):CDS	nc_000913	"duf937 family protein"	nc_000913		
NC_000913:complement(3877705..3880119):CDS	nc_000913	"dna gyrase, subunit b"	nc_000913		
NC_000913:complement(3880148..3881221):CDS	nc_000913	"gap repair protein"	nc_000913		
NC_000913:complement(3881221..3882321):CDS	nc_000913	"dna polymerase iii, beta subunit"	nc_000913		
NC_000913:complement(3882326..3883729):CDS	nc_000913	"chromosomal replication initiator protein dnaa, dna-binding transcriptional dual regulator"	nc_000913		
NC_000913:3884336..3884476:CDS	nc_000913	"50s ribosomal subunit protein l34"	nc_000913		
NC_000913:3884493..3884852:CDS	nc_000913	"protein c5 component of rnase p"	nc_000913		
NC_000913:3884816..3885073:CDS	nc_000913	"membrane protein insertion efficiency factor, upf0161 family inner membrane protein"	nc_000913		
NC_000913:3885076..3886722:CDS	nc_000913	"membrane protein insertase"	nc_000913		
NC_000913:3886828..3888192:CDS	nc_000913	"trna u34 5-methylaminomethyl-2-thiouridine modification gtpase"	nc_000913		
NC_000913:3888435..3888509:CDS	nc_000913	"tryptophanase leader peptide"	nc_000913		
NC_000913:3888730..3890145:CDS	nc_000913	"tryptophanase/l-cysteine desulfhydrase, plp-dependent"	nc_000913		
NC_000913:3890236..3891483:CDS	nc_000913	"tryptophan transporter of low affinity"	nc_000913		
NC_000913:3891615..3892790:CDS	nc_000913	"multidrug efflux system protein"	nc_000913		
NC_000913:3892765..3893724:CDS	nc_000913	"putative dna-binding transcriptional regulator"	nc_000913		
NC_000913:3893881..3894630:CDS	nc_000913	"phosphopantetheinyl transferase superfamily protein"	nc_000913		
NC_000913:3894652..3895218:CDS	nc_000913	"chromate reductase, class i, flavoprotein"	nc_000913		
NC_000913:complement(3895272..3896609):CDS	nc_000913	"adenine permease, high affinity; adenine:h+ symporter"	nc_000913		
NC_000913:3896774..3897439:CDS	nc_000913	"phosphoenolpyruvate and 6-phosphogluconate phosphatase"	nc_000913		
NC_000913:3897506..3897973:CDS	nc_000913	"prk09823 family inner membrane protein, crebc regulon"	nc_000913		
NC_000913:3898022..3898609:CDS	nc_000913	"upf0167 family protein"	nc_000913		
NC_000913:complement(3898671..3899393):CDS	nc_000913	"putative 6-phosphogluconolactonase"	nc_000913		
NC_000913:complement(3899408..3900577):CDS	nc_000913	"putative xylanase"	nc_000913		
NC_000913:complement(3900604..3902220):CDS	nc_000913	"carbohydrate-specific outer membrane porin, cryptic"	nc_000913		
NC_000913:complement(3902289..3903701):CDS	nc_000913	"cryptic phospho-beta-glucosidase b"	nc_000913		
NC_000913:complement(3903720..3905597):CDS	nc_000913	"fused beta-glucoside-specific pts enzymes: iia component/iib component/iic component"	nc_000913		
NC_000913:complement(3905731..3906567):CDS	nc_000913	"transcriptional antiterminator of the bgl operon"	nc_000913		
NC_000913:complement(3906853..3907578):CDS	nc_000913	"negative regulator of phor/phob two-component regulator"	nc_000913		
NC_000913:complement(3907593..3908366):CDS	nc_000913	"phosphate abc transporter atpase"	nc_000913		
NC_000913:complement(3908549..3909439):CDS	nc_000913	"phosphate abc transporter permease"	nc_000913		
NC_000913:complement(3909439..3910398):CDS	nc_000913	"phosphate abc transporter permease"	nc_000913		
NC_000913:complement(3910485..3911525):CDS	nc_000913	"phosphate abc transporter periplasmic binding protein"	nc_000913		
NC_000913:complement(3911839..3913668):CDS	nc_000913	"l-glutamine:d-fructose-6-phosphate aminotransferase"	nc_000913		
NC_000913:complement(3913830..3915200):CDS	nc_000913	"fused n-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase"	nc_000913		
NC_000913:complement(3915553..3915972):CDS	nc_000913	"f1 sector of membrane-bound atp synthase, epsilon subunit"	nc_000913		
NC_000913:complement(3915993..3917375):CDS	nc_000913	"f1 sector of membrane-bound atp synthase, beta subunit"	nc_000913		
NC_000913:complement(3917402..3918265):CDS	nc_000913	"f1 sector of membrane-bound atp synthase, gamma subunit"	nc_000913		
NC_000913:complement(3918316..3919857):CDS	nc_000913	"f1 sector of membrane-bound atp synthase, alpha subunit"	nc_000913		
NC_000913:complement(3919870..3920403):CDS	nc_000913	"f1 sector of membrane-bound atp synthase, delta subunit"	nc_000913		
NC_000913:complement(3920418..3920888):CDS	nc_000913	"f0 sector of membrane-bound atp synthase, subunit b"	nc_000913		
NC_000913:complement(3920950..3921189):CDS	nc_000913	"f0 sector of membrane-bound atp synthase, subunit c"	nc_000913		
NC_000913:complement(3921236..3922051):CDS	nc_000913	"f0 sector of membrane-bound atp synthase, subunit a"	nc_000913		
NC_000913:complement(3922060..3922440):CDS	nc_000913	"atp synthase, membrane-bound accessory factor"	nc_000913		
NC_000913:complement(3923057..3923680):CDS	nc_000913	"16s rrna m(7)g527 methyltransferase, sam-dependent; glucose-inhibited cell-division protein"	nc_000913		
NC_000913:complement(3923744..3925633):CDS	nc_000913	"5-methylaminomethyl-2-thiouridine modification at trna u34"	nc_000913		
NC_000913:complement(3926012..3926455):CDS	nc_000913	"fmn-binding protein mioc"	nc_000913		
NC_000913:complement(3926545..3927003):CDS	nc_000913	"transcriptional activator of asna; autorepressor"	nc_000913		
NC_000913:3927155..3928147:CDS	nc_000913	"asparagine synthetase a"	nc_000913		
NC_000913:complement(3928152..3929603):CDS	nc_000913	"stimulator of rava atpase activity; von willebrand factor domain protein"	nc_000913		
NC_000913:complement(3929597..3931093):CDS	nc_000913	"hexameric aaa+ moxr family atpase, putative molecular chaperone"	nc_000913		
NC_000913:3931316..3933184:CDS	nc_000913	"potassium transporter"	nc_000913		
NC_000913:3933351..3933770:CDS	nc_000913	"d-ribose pyranase"	nc_000913		
NC_000913:3933778..3935283:CDS	nc_000913	"d-ribose abc transporter atpase"	nc_000913		
NC_000913:3935288..3936253:CDS	nc_000913	"d-ribose abc transporter permease"	nc_000913		
NC_000913:3936278..3937168:CDS	nc_000913	"d-ribose abc transporter periplasmic binding protein; ribose chemotaxis receptor"	nc_000913		
NC_000913:3937294..3938223:CDS	nc_000913	"ribokinase"	nc_000913		
NC_000913:3938227..3939219:CDS	nc_000913	"transcriptional repressor of ribose metabolism"	nc_000913		
NC_000913:complement(3939185..3940612):CDS	nc_000913	"putative multidrug or homocysteine efflux system"	nc_000913		
NC_000913:complement(3940635..3941327):CDS	nc_000913	"putative transcriptional regulator"	nc_000913		
NC_000913:complement(3947128..3947967):CDS	nc_000913	"flhdc operon transcriptional repressor"	nc_000913		
NC_000913:3948086..3948424:CDS	nc_000913	"upf0438 family protein"	nc_000913		
NC_000913:complement(3948449..3949969):CDS	nc_000913	"magnesium chelatase family protein and putative transcriptional regulator"	nc_000913		
NC_000913:3950322..3950420:CDS	nc_000913	"ilvg operon leader peptide"	nc_000913		
NC_000913:3950507..3950557:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:join(3950560..3951543,3951542..3952204):CDS	nc_000913		nc_000913		
NC_000913:3952201..3952464:CDS	nc_000913	"acetolactate synthase 2 small subunit"	nc_000913		
NC_000913:3952484..3953413:CDS	nc_000913	"branched-chain amino acid aminotransferase"	nc_000913		
NC_000913:3953478..3955328:CDS	nc_000913	"dihydroxyacid dehydratase"	nc_000913		
NC_000913:3955331..3956875:CDS	nc_000913	"l-threonine dehydratase, biosynthetic; also known as threonine deaminase"	nc_000913		
NC_000913:complement(3956927..3957820):CDS	nc_000913	"transcriptional activator of ilvc; autorepressor"	nc_000913		
NC_000913:3957970..3959445:CDS	nc_000913	"ketol-acid reductoisomerase, nad(p)-binding"	nc_000913		
NC_000913:complement(3959532..3959813):CDS	nc_000913	"peptidyl-prolyl cis-trans isomerase c (rotamase c)"	nc_000913		
