Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(1557112..1558038):CDS	nc_000913 & bop27	"d,d-dipeptide abc transporter atpase" || "d,d-dipeptide abc transporter atpase"	nc_000913 || bop27		
NC_000913:complement(1558031..1559017):CDS	nc_000913 & bop27	"d,d-dipeptide abc transporter atpase" || "d,d-dipeptide abc transporter atpase"	nc_000913 || bop27		
NC_000913:complement(1559014..1559910):CDS	nc_000913 & bop27	"d,d-dipeptide abc transporter permease" || "d,d-dipeptide abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(1559907..1560929):CDS	nc_000913 & bop27	"d,d-dipeptide abc transporter permease" || "d,d-dipeptide abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(1560931..1562481):CDS	nc_000913 & bop27	"d,d-dipeptide abc transporter periplasmic binding protein" || "d,d-dipeptide abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:complement(1562495..1563076):CDS	nc_000913 & bop27	"d-ala-d-ala dipeptidase, zn-dependent" || "d-ala-d-ala dipeptidase, zn-dependent"	nc_000913 || bop27		
NC_000913:complement(1563334..1565733):CDS	nc_000913 & bop27	"oxygen sensor, c-di-gmp phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator" || "oxygen sensor, c-di-gmp phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator"	nc_000913 || bop27		
NC_000913:complement(1565758..1567140):CDS	nc_000913 & bop27	"diguanylate cyclase, cold- and stationary phase-induced oxygen-dependent biofilm regulator" || "diguanylate cyclase, cold- and stationary phase-induced oxygen-dependent biofilm regulator"	nc_000913 || bop27		
NC_000913:complement(1567504..1568823):CDS	nc_000913 & bop27	"liprotein, glycosyl hydrolase homolog" || "liprotein, glycosyl hydrolase homolog"	nc_000913 || bop27		
NC_000913:complement(1568954..1570489):CDS	nc_000913 & bop27	"glutamate:gamma-aminobutyric acid antiporter" || "glutamate:gamma-aminobutyric acid antiporter"	nc_000913 || bop27		
NC_000913:complement(1570645..1572045):CDS	nc_000913 & bop27	"glutamate decarboxylase b, plp-dependent" || "glutamate decarboxylase b, plp-dependent"	nc_000913 || bop27		
NC_000913:complement(1572407..1575202):CDS	nc_000913 & bop27	"putative periplasmic m16 family zinc metalloendopeptidase" || "putative periplasmic m16 family zinc metalloendopeptidase"	nc_000913 || bop27		
NC_000913:complement(1575247..1577619):CDS	nc_000913 & bop27	"putative tonb-dependent outer membrane receptor" || "putative tonb-dependent outer membrane receptor"	nc_000913 || bop27		
NC_000913:complement(1577657..1579342):CDS	nc_000913 & bop27	"putative multidrug abc transporter permease/atpase" || "putative multidrug abc transporter permease/atpase"	nc_000913 || bop27		
NC_000913:complement(1579633..1580790):CDS	nc_000913 & bop27	"putative yden-specific sulfatase-maturating enzyme" || "putative yden-specific sulfatase-maturating enzyme"	nc_000913 || bop27		
NC_000913:complement(1580842..1582524):CDS	nc_000913 & bop27	"putative ser-type periplasmic non-aryl sulfatase" || "putative ser-type periplasmic non-aryl sulfatase"	nc_000913 || bop27		
NC_000913:complement(1582926..1583687):CDS	nc_000913 & bop27	"uv-inducible global regulator, evga-, gade-dependent" || "uv-inducible global regulator, evga-, gade-dependent"	nc_000913 || bop27		
NC_000913:complement(1583762..1583959):CDS	nc_000913 & bop27	"two-component system connector membrane protein, evgsa to phoqp" || "two-component system connector membrane protein, evgsa to phoqp"	nc_000913 || bop27		
NC_000913:complement(1584207..1586486):CDS	nc_000913 & bop27	"putative oxidoreductase" || "putative oxidoreductase"	nc_000913 || bop27		
NC_000913:complement(1586820..1587734):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(1587793..1588296):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(1588309..1588839):CDS	nc_000913 & bop27	"putative fimbrial-like adhesin protein" || "putative fimbrial-like adhesin protein"	nc_000913 || bop27		
NC_000913:complement(1590854..1592176):CDS	nc_000913 & bop27	"inactivating gltx kinase facilitating persister formation; toxin of hipab ta pair; autokinase" || "inactivating gltx kinase facilitating persister formation; toxin of hipab ta pair; autokinase"	nc_000913 || bop27		
NC_000913:complement(1592176..1592442):CDS	nc_000913 & bop27	"antitoxin of hipab toxin-antitoxin system" || "antitoxin of hipab toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:complement(1598617..1600209):CDS	nc_000913 & bop27	"autoinducer-2 (ai-2) kinase" || "autoinducer-2 (ai-2) kinase"	nc_000913 || bop27		
NC_000913:complement(1600288..1601241):CDS	nc_000913 & bop27	"lsr operon transcriptional repressor" || "lsr operon transcriptional repressor"	nc_000913 || bop27		
NC_000913:1601490..1603025:CDS	nc_000913 & bop27	"autoinducer 2 import atp-binding protein" || "autoinducer 2 import atp-binding protein"	nc_000913 || bop27		
NC_000913:1603019..1604047:CDS	nc_000913 & bop27	"autoinducer 2 import system permease protein" || "autoinducer 2 import system permease protein"	nc_000913 || bop27		
NC_000913:1604047..1605039:CDS	nc_000913 & bop27	"autoinducer 2 import system permease protein" || "autoinducer 2 import system permease protein"	nc_000913 || bop27		
NC_000913:1605051..1606073:CDS	nc_000913 & bop27	"autoinducer 2-binding protein" || "autoinducer 2-binding protein"	nc_000913 || bop27		
NC_000913:1606100..1606975:CDS	nc_000913 & bop27	"putative autoinducer-2 (ai-2) aldolase" || "putative autoinducer-2 (ai-2) aldolase"	nc_000913 || bop27		
NC_000913:1606999..1607289:CDS	nc_000913 & bop27	"autoinducer-2 (ai-2) degrading protein lsrg" || "autoinducer-2 (ai-2) degrading protein lsrg"	nc_000913 || bop27		
NC_000913:1607346..1608104:CDS	nc_000913 & bop27	"trans-aconitate methyltransferase" || "trans-aconitate methyltransferase"	nc_000913 || bop27		
NC_000913:complement(1608108..1609022):CDS	nc_000913 & bop27	"bestrophin family putative inner membrane protein" || "bestrophin family putative inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1609229..1610680):CDS	nc_000913 & bop27	"altronate oxidoreductase, nad-dependent" || "altronate oxidoreductase, nad-dependent"	nc_000913 || bop27		
NC_000913:complement(1610907..1611854):CDS	nc_000913 & bop27	"putative membrane-bound diguanylate cyclase" || "putative membrane-bound diguanylate cyclase"	nc_000913 || bop27		
NC_000913:complement(1611966..1612325):CDS	nc_000913 & bop27	"duf4186 family protein" || "duf4186 family protein"	nc_000913 || bop27		
NC_000913:complement(1612325..1613251):CDS	nc_000913 & bop27	"glutaminase 2" || "glutaminase 2"	nc_000913 || bop27		
NC_000913:complement(1613315..1614703):CDS	nc_000913 & bop27	"succinate semialdehyde dehydrogenase, nad(p)+-dependent" || "succinate semialdehyde dehydrogenase, nad(p)+-dependent"	nc_000913 || bop27		
NC_000913:1614804..1615685:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1615763..1616878:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1617028..1618218:CDS	nc_000913 & bop27	"arabinose efflux transporter, arabinose-inducible" || "arabinose efflux transporter, arabinose-inducible"	nc_000913 || bop27		
NC_000913:complement(1618243..1618908):CDS	nc_000913 & bop27	"upf0056 family inner membrane protein" || "upf0056 family inner membrane protein"	nc_000913 || bop27		
NC_000913:1619120..1619554:CDS	nc_000913 & bop27	"transcriptional repressor of multiple antibiotic resistance" || "transcriptional repressor of multiple antibiotic resistance"	nc_000913 || bop27		
NC_000913:1619574..1619957:CDS	nc_000913 & bop27	"multiple antibiotic resistance transcriptional regulator" || "multiple antibiotic resistance transcriptional regulator"	nc_000913 || bop27		
NC_000913:1619989..1620207:CDS	nc_000913 & bop27	"periplasmic mar operon regulator" || "periplasmic mar operon regulator"	nc_000913 || bop27		
NC_000913:complement(1620238..1621137):CDS	nc_000913 & bop27	"cysteine and o-acetyl-l-serine efflux system" || "cysteine and o-acetyl-l-serine efflux system"	nc_000913 || bop27		
NC_000913:1621332..1622519:CDS	nc_000913 & bop27	"putative transporter" || "putative transporter"	nc_000913 || bop27		
NC_000913:1622646..1622741:CDS	nc_000913 & bop27	"inner membrane-associated protein" || "inner membrane-associated protein"	nc_000913 || bop27		
NC_000913:complement(1622817..1622914):ncRNA	nc_000913 & bop27	"srna antisense regulator down regulates ygdq and eptb, phopq-regulated, hfq-dependent; affects sensitivity to antimicrobial peptides" || "srna antisense regulator down regulates ygdq and eptb, phopq-regulated, hfq-dependent; affects sensitivity to antimicrobial peptides"	nc_000913 || bop27		
NC_000913:complement(1622960..1623850):CDS	nc_000913 & bop27	"diguanylate cyclase, zinc-sensing" || "diguanylate cyclase, zinc-sensing"	nc_000913 || bop27		
NC_000913:complement(1624105..1624497):CDS	nc_000913 & bop27	"hydrogen peroxide resistance ob fold protein; putative periplasmic protein" || "hydrogen peroxide resistance ob fold protein; putative periplasmic protein"	nc_000913 || bop27		
NC_000913:1624773..1625291:CDS	nc_000913 & bop27	"inactive pncc family protein" || "inactive pncc family protein"	nc_000913 || bop27		
NC_000913:complement(1625335..1627380):CDS	nc_000913 & bop27	"dipeptidyl carboxypeptidase ii" || "dipeptidyl carboxypeptidase ii"	nc_000913 || bop27		
NC_000913:1627517..1628263:CDS	nc_000913 & bop27	"nadp-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase" || "nadp-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase"	nc_000913 || bop27		
NC_000913:1628352..1629038:CDS	nc_000913 & bop27	"transcriptional repressor for rspab" || "transcriptional repressor for rspab"	nc_000913 || bop27		
NC_000913:1629215..1629418:CDS	nc_000913 & bop27	"selenoprotein, function unknown" || "selenoprotein, function unknown"	nc_000913 || bop27		
NC_000913:complement(1629453..1630913):CDS	nc_000913 & bop27	"putative nad-dependent d-mannonate oxidoreductase" || "putative nad-dependent d-mannonate oxidoreductase"	nc_000913 || bop27		
NC_000913:1633072..1633305:CDS	nc_000913 & bop27	"cold shock protein, function unknown, qin prophage" || "cold shock protein, function unknown, qin prophage"	nc_000913 || bop27		
NC_000913:1633622..1634212:CDS	nc_000913 & bop27	"qin prophage; putative site-specific recombinase" || "qin prophage; putative site-specific recombinase"	nc_000913 || bop27		
NC_000913:complement(1634310..1634885):CDS	nc_000913 & bop27	"qin prophage; putative tail fibre assembly protein" || "qin prophage; putative tail fibre assembly protein"	nc_000913 || bop27		
NC_000913:complement(1634885..1635847):CDS	nc_000913 & bop27	"qin prophage; putative side tail fibre assembly protein" || "qin prophage; putative side tail fibre assembly protein"	nc_000913 || bop27		
NC_000913:1636756..1636989:CDS	nc_000913 & bop27	"uncharacterized protein, qin prophage" || "uncharacterized protein, qin prophage"	nc_000913 || bop27		
NC_000913:1637047..1637457:CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1637609..1637782):CDS	nc_000913 & bop27	"qin prophage; multicopy suppressor of secg(cs) and faba6(ts)" || "qin prophage; multicopy suppressor of secg(cs) and faba6(ts)"	nc_000913 || bop27		
NC_000913:complement(1637954..1638109):CDS	nc_000913 & bop27	"qin prophage; cold shock-induced protein" || "qin prophage; cold shock-induced protein"	nc_000913 || bop27		
NC_000913:complement(1638455..1638667):CDS	nc_000913 & bop27	"qin prophage; cold shock protein" || "qin prophage; cold shock protein"	nc_000913 || bop27		
NC_000913:complement(1639030..1639527):CDS	nc_000913 & bop27	"rz-like protein, qin prophage" || "rz-like protein, qin prophage"	nc_000913 || bop27		
NC_000913:complement(1639080..1639334):CDS	nc_000913 & bop27	"putative rz1-like lipoprotein, qin prophage" || "putative rz1-like lipoprotein, qin prophage"	nc_000913 || bop27		
NC_000913:complement(1639524..1640057):CDS	nc_000913 & bop27	"qin prophage; putative lysozyme" || "qin prophage; putative lysozyme"	nc_000913 || bop27		
NC_000913:complement(1640054..1640365):CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1640370..1640585):CDS	nc_000913 & bop27	"qin prophage; putative s lysis protein" || "qin prophage; putative s lysis protein"	nc_000913 || bop27		
NC_000913:complement(1641339..1641554):CDS	nc_000913 & bop27	"qin prophage; cold shock protein" || "qin prophage; cold shock protein"	nc_000913 || bop27		
NC_000913:1641855..1642067:CDS	nc_000913 & bop27	"qin prophage; cold shock protein" || "qin prophage; cold shock protein"	nc_000913 || bop27		
NC_000913:complement(1642489..1643241):CDS	nc_000913 & bop27	"qin prophage; putative antitermination protein q" || "qin prophage; putative antitermination protein q"	nc_000913 || bop27		
NC_000913:complement(1643255..1644304):CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1644651..1644902):CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1645119..1645274):CDS	nc_000913 & bop27	"qin prophage; small toxic polypeptide" || "qin prophage; small toxic polypeptide"	nc_000913 || bop27		
NC_000913:complement(1645346..1645633):CDS	nc_000913 & bop27	"qin prophage; toxin of the rele-relb toxin-antitoxin system" || "qin prophage; toxin of the rele-relb toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:complement(1645633..1645872):CDS	nc_000913 & bop27	"antitoxin of the rele-relb toxin-antitoxin syste; transcriptional repressor" || "antitoxin of the rele-relb toxin-antitoxin syste; transcriptional repressor"	nc_000913 || bop27		
NC_000913:1645897..1646202:CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1646405..1646737:CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1647620..1647850):CDS	nc_000913 & bop27	"qin prophage; dna-binding transcriptional regulator for dicb" || "qin prophage; dna-binding transcriptional regulator for dicb"	nc_000913 || bop27		
NC_000913:1647934..1648341:CDS	nc_000913 & bop27	"qin prophage; putative regulator for dicb" || "qin prophage; putative regulator for dicb"	nc_000913 || bop27		
NC_000913:1648508..1648663:CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1648665..1648793:CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1648823..1649041:CDS	nc_000913 & bop27	"uncharacterized protein, qin prophage" || "uncharacterized protein, qin prophage"	nc_000913 || bop27		
NC_000913:1649382..1649434:ncRNA	nc_000913 & bop27	"srna antisense regulator, inhibits ftsz, hfq-dependent; qin prophage" || "srna antisense regulator, inhibits ftsz, hfq-dependent; qin prophage"	nc_000913 || bop27		
NC_000913:1649609..1649797:CDS	nc_000913 & bop27	"qin prophage; cell division inhibition protein" || "qin prophage; cell division inhibition protein"	nc_000913 || bop27		
NC_000913:1649794..1649985:CDS	nc_000913 & bop27	"qin prophage; uncharacterized protein" || "qin prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1652896..1653915):CDS	nc_000913 & bop27	"putative zn-dependent nad(p)-binding oxidoreductase" || "putative zn-dependent nad(p)-binding oxidoreductase"	nc_000913 || bop27		
NC_000913:complement(1653927..1655141):CDS	nc_000913 & bop27	"bifunctional d-altronate/d-mannonate dehydratase" || "bifunctional d-altronate/d-mannonate dehydratase"	nc_000913 || bop27		
NC_000913:complement(1655347..1655673):CDS	nc_000913 & bop27	"upf0060 family inner membrane protein" || "upf0060 family inner membrane protein"	nc_000913 || bop27		
NC_000913:1655808..1656149:CDS	nc_000913 & bop27	"upf0482 family putative periplasmic protein" || "upf0482 family putative periplasmic protein"	nc_000913 || bop27		
NC_000913:1656184..1656744:CDS	nc_000913 & bop27	"spermidine n(1)-acetyltransferase" || "spermidine n(1)-acetyltransferase"	nc_000913 || bop27		
NC_000913:complement(1656747..1657457):CDS	nc_000913 & bop27	"upf0257 family lipoprotein" || "upf0257 family lipoprotein"	nc_000913 || bop27		
